640	fairly satisfied	Please can we have a bus to Norton Worcester more often, perhaps every two hours.
641	fairly satisfied	Ban car parking at bus stop. I had to board in the middle of the road, not at the kerb. This affected the ease of actual boarding i.e. a higher step.
642	fairly satisfied	More room for prams.
643	fairly satisfied	As I travel with a guide dog a greater amount of priority space for people with a disability would be appreciated.
644	fairly satisfied	Larger seats, more leg room.
645	fairly satisfied	Luggage space. Papers on one side, used ticket dispenser on another side
646	fairly satisfied	Making sure that the bus will turn up on time.
647	neither satisfied nor dissatisfied	More stop buttons, driver being more careful seat not being kicked it being clean there being an electronic display of stops usb charging announcements fares and timetables ticket types advertised
648	very satisfied	Nothing excellent service - far better than Metrolink.
649	very satisfied	Great
650	very satisfied	The journey went smoothly, no complaints , I only use public transport.
651	fairly satisfied	Ability to lower the platform as the bus couldn't stop close enough to the pavement for me to get off.     More comfortable seats.
652	very dissatisfied	1. If I could access a time table at bus station. 2. Bus drivers offered manners and treat you as a person, elderly or not. 3. Allow me time to get out off bus! .
653	fairly satisfied	Cleanliness of the bus.
654	neither satisfied nor dissatisfied	It would be good if the driver treated you like a customer, being polite and smiling. I can count on one hand your drivers who seem to enjoy their job.
655	neither satisfied nor dissatisfied	K7 has been reduced from 4 to 3 journeys per hour. Bring back longer buses. The Jets are too small for this route, for young families i.e. prams and elderly - congestion at peak times and free travel time.
656	fairly satisfied	Because my only form of transport is the bus service, I do request that Sunday service be more regular. It is hourly at the moment.
657	very satisfied	Good journey.
658	very satisfied	Journey was satisfactory as usual.
659	fairly satisfied	Buses seem to be late a lot on a regular basis, very frustrating especially with two children one being disabled.
660	neither satisfied nor dissatisfied	Bus driver wasn't very inviting - no greeting.
661	very dissatisfied	Diamonds bus should start accepting other bus bus passes
662	neither satisfied nor dissatisfied	Designated space for wheelchairs on one side and designated space for prams on other side. Wheelchairs get hurt when you put with prams.
663	very satisfied	Leather seats, charging points  like other Stagecoach buses.
664	fairly satisfied	I was slightly surprised at how long the journey took. I used to get the train to work and I switched to the bus as the bus stop is closer but it takes much longer. It would be better if there was a more direct route from where I live.
665	fairly satisfied	More double deckers to provide space at peak times.
666	fairly dissatisfied	Punctuality, tidy bus, explanation and apology why they're running late without having to ask. 62 running all day and night because you have to walk from Argyle Road to Whale hill at night through a bad area for crime and criminals roaming around in gangs.
667	fairly satisfied	May I add the driver had an American style accent, he is obviously employed at Chester-Le-Street or Sunderland very, very pleasant. Been on his bus several times. Some of the drivers based at   Stanley can't manage a smile or hello. Some of them don't lift their heads.
668	very satisfied	No complaints
669	very satisfied	My husband and myself are happy with the service
670	fairly satisfied	Cleaner seats and floors on the bus.
671	neither satisfied nor dissatisfied	I catch this bus every morning , every morning it is between 30-45 minutes late since the change of bus numbers .  This is not good enough when I pay ?62.50 a month.
672	very satisfied	All good on this occasion.
673	fairly satisfied	I would. A change in route and a different bus for older passengers as they are never ready with a pass and it causes buses to be late leaving or in bad weather getting soaked
674	fairly satisfied	Making long distance bus journeys i.e.. 50/20 double deckers so the buses aren't crowded.
675	fairly satisfied	I am disabled and have problems getting on and off bus but he did not lower the bus for me.
676	fairly satisfied	Not to keep changing bus times.  Keep times of buses the same throughout day as small changes can mean missing the bus.
677	fairly satisfied	More heating. Can be quite cold on longer journeys
678	very satisfied	Everything was satisfactory
679	fairly satisfied	I personally think young peoples tickets should be cheaper as I am only on apprentice wage as a 16 year old and my bus ticket is over half my wages gone
680	fairly satisfied	The ride is very bumpy - improved suspensions and road surfaces the bus rattles and is noisy - also temperature control is unreliable and depends on passengers opening or closing windows. There should be USB charging points!
681	neither satisfied nor dissatisfied	Not asked about route change on the 13 and 14 buses that run to North Swindon Centre.
682	very satisfied	Fine this time as little traffic early pm.
683	neither satisfied nor dissatisfied	There is no or very minimal rack for luggage. Mine was small but I have to put it on the seat next to me. Good thing there were less passengers.
684	fairly dissatisfied	The time to my destination
685	very satisfied	No problem.
686	fairly satisfied	Bigger bus in the morning as plenty of people get on around 8 o'clock.
687	very satisfied	Can't think of anything
688	very satisfied	everything was fine, sometimes the bus is late but not today
689	fairly dissatisfied	The Diamond buses never arrive on time! Because of this I miss my train to work most days. It is horrible waiting around especially with no bus shelter.
690	fairly satisfied	Buses more often
691	very satisfied	Nothing.  Completely satisfied.
692	fairly satisfied	Coming when it says it will come
693	fairly satisfied	Regular frequent service. Sometimes have to wait twenty to thirty minutes for a bus.
694	fairly satisfied	More seating in mornings and between 3-5pm as only single deckers operate at present on 10 and 10A route. Always full of school kids.
695	fairly satisfied	Buses could be better times. They are every 20 minutes.
696	neither satisfied nor dissatisfied	Better cleaning of grab handles, on top of seats. They are sticky to the touch and must be alive with viruses and germs
697	very satisfied	Nothing, it was all good.
698	fairly satisfied	Fewer stops.
699	neither satisfied nor dissatisfied	The bus is often late with little indication of when it will show up. Fortunately on this journey the live tracking information on the First Bus App was available, but this is often not the case. Also, a larger bus would be beneficial considering the number of passengers is takes, on this journey specifically there were only a few seats left and not many were accessible for the elderly/disabled.
700	very dissatisfied	This is an hourly service and is regurarly late which is totally unacceptable. Yesterday it was 25 minutes late leaving Ashton Bus Station  so this is not an isolated incidence.
701	fairly satisfied	The driver can say hello or bye when you get in or off the bus.
702	fairly satisfied	It was very bumpy. But that is not the drivers fault .
703	very satisfied	Very happy.
704	fairly satisfied	If Wi-Fi worked
705	fairly dissatisfied	More regular buses at peak times to prevent buses being too full and uncomfortable.
706	very satisfied	Satisfied , no improvement needed.
707	fairly satisfied	The electronic display at bus stop seems not to be working properly - not showing No. 94 bus.  Also inconsiderate behaviour of other passengers playing loud music.  Very much in the minority.
708	very satisfied	Less traffic.
709	fairly satisfied	The bus turning up on time.
710	neither satisfied nor dissatisfied	Kept hitting kerb, this happens a lot on 73 and 74
711	fairly satisfied	The 468/442/464 are always late in the morning, you never get sorry off the driver, most of the time they are in a mood and look miserable.
712	fairly satisfied	Cannot understand why bus do not carry on to HR Kinnerton bus stop at Dodleston. It only takes 4 minutes extra (on two routes time)
713	neither satisfied nor dissatisfied	Always provide a double decker on the route especially with the withdrawal of the Avon N18 route. All the children go to St Andrews from West Kirby. It is horrendous prior to them getting off
714	fairly dissatisfied	The patience of the driver allowing passengers to be seated or in control of their standing.
715	fairly satisfied	Shorter stop signs at bus stops.
716	very satisfied	General comfort of seats.
717	fairly satisfied	Buses should be a bit more warm during winter season.
718	very satisfied	I could not have expected any improvement, everything was good and free travel is fantastic!
719	fairly satisfied	Waited too long.
720	neither satisfied nor dissatisfied	The bus shelter 59. Felton Lane stop. It is set back amongst trees. Bus drivers cannot see us in the shelter. We cannot see out. Foliage prevents this. Also 59 does not always come on time.
721	fairly satisfied	More shelter when waiting for the bus.
722	very dissatisfied	Less jerking when stopping.  More handrails.
723	fairly satisfied	Attitude of some drivers (not all ) to old people.
724	fairly satisfied	A little more heating.
725	very satisfied	It's very good.
726	fairly satisfied	Hallcross School children being made to use the school bus which was only 5 minutes earlier than this one but empty - some passengers had to stand due to the amount of pupils on the bus.
727	fairly satisfied	Bus a bit warmer perhaps.
728	neither satisfied nor dissatisfied	Better Wi-Fi
729	neither satisfied nor dissatisfied	The bus arriving on time
730	very dissatisfied	The 40 route has always been bad and only getting worse.  Daily the buses were cancelled .  When they do turn up , often the drivers are rude , the buses small and are damp and cold, they always have worst broken down buses of all the routes along Kirkstall/Burley Road.
731	fairly satisfied	The drivers knowledge of who to use the new ticket equipment and feeling confident in speaking to customers
732	fairly satisfied	More lightning at bus stop.
733	fairly satisfied	If bus had arrived on time.
734	fairly dissatisfied	In the evening had an argument with another car driver. Bus driver keeps honking at other road users.
735	very satisfied	I've always been satisfied with the customer service and journey time.
736	fairly satisfied	Bus was jolting a lot and the service is frequently late
737	neither satisfied nor dissatisfied	The bus coming on time as need to get to work for certain time.
738	very satisfied	Thank you for great service.
739	neither satisfied nor dissatisfied	Cleaner bus, passengers asked to get off if smelling of dope, (gives me a headache).
740	neither satisfied nor dissatisfied	Sometimes, buses can arrive early which can make you have to wait longer for buses and also late for other appointments.
741	fairly satisfied	The major problem is that other bus companies have cut and spread their services, so other than local area bus travel is impossible - plus we have no evening services so can't get too many social events.
742	very satisfied	It was fine. I very rarely use a bus
743	neither satisfied nor dissatisfied	A bit warmer.
744	very dissatisfied	Smoothness , all buses are like riding a camel.
745	very satisfied	As long as I manage to get my next bus on time I am very happy.
746	fairly satisfied	More frequent buses. Fifty minute gap is too long.
747	very satisfied	No problems whatsoever.
748	neither satisfied nor dissatisfied	Having the bus stop moved back to where it was on Dorchester Street, where it is far more accessible to everyone
749	fairly satisfied	More information of fair prices and stops, maybe Wi-Fi information.
750	fairly satisfied	The bus needs to have litter removed from it throughout the day.
751	fairly satisfied	The app said that the bus wasn't due for 25 minutes so I decided to get the tram as I often do even though I pay ??54 for a monthly first bus ticket. The 33 is very unreliable as is the app so I do end up getting the tram more often than id like as it costs extra money. As I was about to cross the road to get the tram I saw the 33 on its way down the road so I had to run for the bus. I think the tram is a real competitor for buses so they need to advance more to compete with the frequency and reliability of the tram.
752	fairly satisfied	The bus has 2 sets of doors but the second set were not used which meant squeezing past other passengers to be able to leave the bus by the front doors. Very annoying when there is the option of an easier exit!
753	fairly satisfied	Going round roundabout and corners more steadily.
754	fairly dissatisfied	Punctuality and cleanliness inside the bus , a warm welcome on boarding the bus and acknowledging me when I said thank you to driver on getting off.
755	fairly satisfied	Coming onto the bus station in time to leave on time i.e. on the hour.
756	fairly satisfied	I had travelled to Looe to volunteer at 'Looe saves the day' festival.  Everyone was doing their bit to make the festival a success.  The campsite offered volunteers free camping, the organizers offered free food and hot drinks throughout the day.  Thus, we were a little disappointed that we had to pay for the bus to get to work each day (??10 for a 3 day pass).  It would have been nice if your bus company had done their bit too, as you clearly made plenty of money as the buses were always full when I used them.  Shame.
757	fairly satisfied	Depressing with the bus shelter
758	very satisfied	Good journey, no problems.
759	fairly dissatisfied	The time it takes getting to the A1M on an evening is too long as the traffic is always building from the roundabout. This slows things down and it is the same on an evening.   You should be able to top up Popcards at the Park and Ride sites as the website is hopeless at transferring funds.
760	fairly satisfied	The smoothness of the ride
761	very satisfied	Very nice quiet journey
762	fairly satisfied	Newer, better quality buses i.e. ones that don't catch fire or leak oil.
763	fairly dissatisfied	Bus was late by 15mins, then 2 buses arrived at the same time
764	fairly satisfied	A more modern bus. The 35 route often has old rickety terrible buses provided.
765	very dissatisfied	Fares information , welcoming drivers, announcements of next bus stop, regular buses following the given timetables.
766	fairly satisfied	Charging points,wi-fi.
767	neither satisfied nor dissatisfied	Try to be more reliable on times and the attitude of some of the drivers are very rude.
768	neither satisfied nor dissatisfied	Temperature of bus was not helped by the amount of people allowed on bus ,so many were crammed on the bus. There was no personal space. But my main issue is times and even buses not showing at all.
769	neither satisfied nor dissatisfied	Please change the orange sofa, it is dangerous and waste of seating space.
770	fairly satisfied	Maybe smells as I could smell sick.
771	very satisfied	The journey to Exmouth to Exeter was good  as I travelled early.
772	very satisfied	I have used No 3 bus to & from town since my husband died in 2003 and found it a good service and mostly runs on time (occcassional delay due to unforseen circumstances no fault of driver or service)
773	fairly satisfied	There was quite a lot of people on the bus, but it was a short journey from the run one bus station.
774	fairly satisfied	Better Wi-Fi(it doesn't always work), USB plugs, live tracker or net app.
775	neither satisfied nor dissatisfied	Driver being a bit more approachable
776	fairly satisfied	The journey was alright but there are not frequent. Early morning services and travelling to Crawley from Horsham, There should be a bus service from Horsham to East Surrey Hospital too.
777	fairly satisfied	More space for my walking frame - two big suitcases and another walker on board.
778	fairly satisfied	A smoother ride would be nice.
779	fairly satisfied	X1 and X2s are too infrequent
780	fairly satisfied	Friendly drivers.
781	fairly satisfied	Clearance of litter i.e. newspapers, drinks cans that often are found/left by previous passengers.
782	fairly satisfied	I take the bus M-F 5:20am ( bus x 315:30 leaving from centre) The bus is always freezing and some drivers never reply to me
783	fairly satisfied	Keep on time.
784	fairly satisfied	Heating is never on in the winter. Heating is always on in the summer. This need rectifying.
785	very satisfied	The driver was very courteous. I have a disability in both legs. Not every driver lowers the bus but these days there seem a little better trained.
786	fairly satisfied	Driver complying with speed limits.  Too fast.
787	fairly satisfied	Time given on the timetable need to be  respected be and some drivers are very slow and please  keep Bus 11 running.
788	neither satisfied nor dissatisfied	I used to be able to get the 13 bus from the rail station rather than go into town on the 5 and then change.
789	fairly satisfied	Its outside the control of the company, but the state of the road itself is very poor. The bus was 15 minutes late leaving the bus station on a 30 minute journey, which isn't very good.
790	very satisfied	A seat in the bus  shelter at the Maryport / Curzon Road stop.
791	fairly satisfied	More leg room would be great. I am 6'0 tall (5'0 average) and I have to sit sideways. Otherwise my knees are pushing into the seat in front of me
792	fairly satisfied	The temperature inside the bus.
793	fairly satisfied	Better support for visually impaired passengers. I hate being asked to move out the seats for disabled people by non disabled mothers.
794	fairly dissatisfied	Giving the school kids their own bus so others can get where they want to be on time
795	neither satisfied nor dissatisfied	Buses are not on time, most of the time.  And a lot of time is wasted when people need to buy tickets on the bus.
796	fairly satisfied	Too many people using mobile phones and speaking loudly.
797	fairly satisfied	Not enough buses in the hour at the moment they are every 20 minutes, but a lot of the time they are often late, therefore sometimes have to stand, which when you are a certain age can be scary, especially if you have shopping bags.
798	fairly satisfied	Driver needed to learn how to use the brakes.
799	fairly satisfied	Congestion - however, not down to the bus or driver.
800	fairly satisfied	The seats could be a little wider
801	fairly satisfied	Why on the 8/9 routes people are left standing for up to half hour wait for buses to get into town, this is not a one off it happens on a regular basis
802	fairly satisfied	Generally the social media updates are poor. I have waited long periods for buses to arrive with no information available particularly on issue during bad weather /snow, it is not clear what service are running/disrupted at on early enough time.
803	very dissatisfied	Bus was thirty five minutes late.  As First Bus etc. have cancelled buses over the past few years I now have to get two buses from Filton (airbus) to Westbury -on - Trym vis Southmead.
804	fairly satisfied	Bus turning up on time!
805	fairly dissatisfied	There could be announcements and electronic displays to show the next stop. Also the bus should be double decker especially 26 is not enough space. Bus need to be on time (very late).
806	fairly satisfied	Politeness of driver. Even thought I said "Thank you" there was no reaction.
807	neither satisfied nor dissatisfied	The time it takes
808	very satisfied	For such a  short journey, nothing
809	fairly satisfied	The 'new' electric displays are (often) misleading (buses vanish, time goes back etc). Bus was crowded and one very smelly passenger.
810	fairly satisfied	Bus being on time.  Most drivers to stop putting foot on brakes.
811	fairly satisfied	Cleanliness of the floor and more legroom
812	neither satisfied nor dissatisfied	More facilities on bus for disabled. Also Lincoln bus station not big enough for passengers or buses
813	fairly satisfied	More frequent bus service. This won't happen because Flintshire County Council won't pay.
814	neither satisfied nor dissatisfied	Would like driver to greet passengers and apologise when they are late.
815	fairly satisfied	I would say a bigger bus because it was full.  However it was the biggest bus.
816	fairly satisfied	Provide information that the route in York had been changed due to road works.
817	fairly satisfied	More seating should be placed. Also, bus drivers could wait until you have sat down as I plunged when the bus moved.
818	fairly satisfied	There has been lots of times when the drivers are very rude, no please or thank you's, short tempered , bad moods?
819	fairly satisfied	Usually the bus is much more modern - today's was an older bus used on the Hadrian's Wall service, which is why it scored no points for relevant route info. The usual bus has it all, is very comfy. Does not rattle and has seat belts, all of which I would have preferred.
820	very dissatisfied	We are living in very dirty country so it is not bus company's fault , it is passengers are very stupid, leaving rubbish,  buses are not clean, smells.
821	fairly dissatisfied	I'm a daily traveller. Buses often late. Electronic displays at bus stop inaccurate.
822	fairly satisfied	Strict bus arrival times.
823	neither satisfied nor dissatisfied	Bigger size buses as to small for service.
824	fairly satisfied	Drivers to be polite when paying for your ticket , e.g. saying thank you.
825	neither satisfied nor dissatisfied	USB plugs, working electronics, obvious bins.
826	neither satisfied nor dissatisfied	Buses being on time
827	fairly satisfied	Time keeping.
828	neither satisfied nor dissatisfied	The journey on the 53/54 route could be improved by having roadside parking on Brinkburn Avenue/Coatsworth Road compulsorily stopped as this interferes with both normal traffic and buses.
829	fairly satisfied	Charging ports and wifi.
830	fairly dissatisfied	A bus arriving when it should have run.  An alternative to a nearby location was over full with standing load.
831	fairly satisfied	A double decker on market days, we mostly stand.
832	fairly satisfied	Make your buses more comfortable like the X2 bus. It's a pleasure to ride on the X2 bus.
833	fairly satisfied	As an elderly traveller the quality of seating on quite a number of buses is questionable. In some cases apart from a cover there is no padding at all!! Giving a lot of discomfort and painful for travellers
834	neither satisfied nor dissatisfied	Temperature of the bus.
835	neither satisfied nor dissatisfied	Bus reliability from the Science Park.
836	fairly satisfied	Punctuality and some drivers can be quite unfriendly and hasty. I once witnessed  an elderly coming towards the bus stop with is hand clearly out to signal the bus driver to stop. Instead of the bus driver stopping, he continued on as if he did not see the elderly man! This was very upsetting to see because the bus comes once an hour !
837	fairly dissatisfied	The bus could have been on time OR - it was at the start of 13 journey at the bus station an explanation or apology should have been made. The Brunts school pupils at the bus are always a nuisance but less so either we complained.
838	fairly satisfied	The bus being on time instead of late
839	fairly satisfied	Sometimes bus in on the time but  very often late.
840	very dissatisfied	Bus shelter in Swanton Morley
841	fairly satisfied	Display screen with stops.  City centre buses not have safety belts.
842	neither satisfied nor dissatisfied	The 300 needs double decker on the 8o'clock service as always busy.
843	very satisfied	More routes available.
844	very satisfied	The driver was probably The Stig! My wife was very at ease!
845	neither satisfied nor dissatisfied	The driver was quite nonchalant and didn't respond when I thanked him on getting my ticket.
846	fairly satisfied	Putting more buses on in the winter months for people who live and work here
847	fairly dissatisfied	The first 62 pulled into my stop (Cheswick Green direction stop). Stated it was for Cheswick Green on front of bus but went in opposite direction to Dorridge. Thus I had to get off and wait for later bus
848	fairly satisfied	Frequency of service improved. Not regular enough.
849	fairly satisfied	On this journey no,  but children getting on at Bosworth Academy behave very poorly generally.
850	fairly satisfied	No bus shelter at Welfare Park, Crowtree Lane, Bowburn, Durham so often get wet - none of either side of road - going to Durham so often get wet - none on either side of road - going to Durham to Hartlepool.
851	very satisfied	Nothing, everything was fine.
852	fairly satisfied	The attitude of the bus drivers. Some of the bus drivers have an attitude and sometimes rude and I feel upset after my journey but some of the drivers can be very nice, others need to change their attitude.
853	fairly satisfied	Newer, quieter buses.
854	very satisfied	For me this is a very good journey.
855	very satisfied	N/A  Ok
856	neither satisfied nor dissatisfied	Bus X221 from city centre to Woodcock Hill during peak time, runs at random times not effectively respecting the schedule.  The day before there were two buses that arrived together.
857	fairly satisfied	Greeting from the driver. Easier braking, less hard and sudden.
858	fairly satisfied	This journey was fine. I have no complaints. However on this service they are regularly late. Often running with 3 or 4 buses traveling right behind each other. Which means often you have to wait 30 minutes or longer for a bus that should be every 10 during the day. Also when I'm on a late finish from work and they are only twice an hour. Sometimes one of those doesn't show up which isn't great when it's dark at night travelling. I make regular complaints and the messages back are always the same. It's the same excuses rather then them holding their hands up and saying sorry which I'd appreciate. This service is just shocking at time keeping to say it's the main hospital route in Oldham.
859	very satisfied	Everything was fine
860	fairly satisfied	This bus turned up on time, but there are too many that don't turn up even when online check says they are coming. The online information is not very reliable or accurate. A lot of the buses on 20 route are very old and rattle
861	fairly satisfied	28 could run slightly more often, missed 7.30 bus and wasn't another till 8.10, so ended up late to work. Also free Wi-Fi.
862	fairly satisfied	Bus stop information display more welcoming terminus.
863	fairly satisfied	Bus being on time and passengers boarding the bus quicker.
864	fairly satisfied	Punctuality of driver seemed affected by new timetable (more than 1 driver turned up)
865	fairly satisfied	Due to road traffic accident on one of the major roads into the city, two scheduled buses did not arrive on this particular morning usually the buses are fairly on time.
866	fairly satisfied	Most Journeys I can  not sit down and/or are jolted around too much breaking. This journey was okay though!
867	neither satisfied nor dissatisfied	Driver should be more polite.
868	fairly satisfied	This journey was one of few that was decent. Most dawdle, late, hang about at stops, deliberately slow down at traffic lights (bus stops too near light). Buses are usually first vehicle (seven out of ten) at traffic lights.
869	fairly satisfied	More punctual
870	fairly satisfied	On this occasion all right however going to and from work is a nightmare. It has taken 50 minutes some days. I also encountered a very rude driver a few weeks ago.
871	fairly satisfied	The time spent at each stop waiting for passengers to provide money /app tickets/paper tickets.
872	fairly satisfied	Being disabled, using crutches due to a spinal injury, I wish the drivers would wait until I am seated.
873	fairly satisfied	Better and more comfortable seating
874	fairly satisfied	Put the heating on
875	fairly dissatisfied	Stopping some of the passengers from smoking and playing loud music and littering
876	fairly satisfied	Bus often spends too much time at stops.  Drivers changed too often in single journey.  Drivers at depots need to ensure buses leave on time instead of standing around chatting to each other.  Drivers need to not talk to other customers/colleagues when driving.  Please can we have buses that don't jolt when travelling.
877	fairly satisfied	The bus driver waiting until everyone has got to their seats before moving
878	fairly satisfied	announcements of the names of the bus stops
879	fairly satisfied	Newer buses.  (Too much old stock to use on this route)
880	fairly satisfied	This time the bus was on time but some other times buses are late on this route.
881	neither satisfied nor dissatisfied	Bus getting on time.
882	fairly satisfied	Driver could say "Hello"
883	fairly dissatisfied	Bus being on time and leaving other stops on time
884	very satisfied	It was lovely.
885	very satisfied	Good bus company. Brilliant bus drivers, always cheerful and pleasant
886	neither satisfied nor dissatisfied	The bus driver waits till you sit down before they drive off.
887	fairly satisfied	I use the 28 route to and from work most days. The journey is sometimes delayed making me late due to the amount of students travelling to Falmer. Can they be restricted at peak times?
888	neither satisfied nor dissatisfied	The driver pulling closer to the kerb and using the kneeling position o the bus
889	neither satisfied nor dissatisfied	Automatic lowering of the bus to kerb.  Bus pulling up where I am standing -not x feet short as I am very mobility and visually impaired.  Waiting for me to get seated  and a stop announcer.  Plus a friendly driver, sick of ignorance.
890	very satisfied	All ok.
891	fairly satisfied	Better seating , more comfort and space needed.
892	fairly satisfied	In general the driver must allow the passengers to get seated before the journey begins
893	fairly dissatisfied	Information on delay and route to be taken due to the accident which occurred at noon
894	fairly satisfied	Stop people parking caravans at bus stops car park - 50% of car park a no go area.
895	fairly satisfied	Need buses later on the evening after 7pm. Especially from the city to Bletchley.
896	fairly satisfied	More seats, as had to sit in priority for part of journey instead of standing
897	fairly satisfied	To put children mega rider in please, as I travel with 2 children every day
898	fairly dissatisfied	Get more drivers, but on more buses. It shouldn't take 2 hours to get to work. Make sure buses actually turn up when their meant to.
899	fairly satisfied	Swipe card does not work well as you need to load at certain bus stops, after paying online on the website.
900	fairly satisfied	The bus sometimes doesn't show up
901	fairly satisfied	Drivers breaking too harsh when approaching bus stops - could be smoother.
902	fairly satisfied	pot holes on the roads kills my neck-hard suspension (I wear a neck collar)
903	very dissatisfied	Lower buses with better suspension. The present ones are old, very noisy and vibrate for most of the journey. Not comfortable for a long journey.
904	fairly satisfied	Bus to be on time and driver to be polite.
905	fairly dissatisfied	The waiting time at certain bus stops needs to be reduced .  This isn't the first or only occasion where this has happened.
906	very satisfied	No comment, i am satisfied with the bus service
907	very satisfied	No improvement needed.
908	very dissatisfied	I live in Hampshire and planned my journey online.  I needed to spend the day at St Catherine's College for work.  It was very hard to find the right information about the route.  I wanted to know which sop would be closest to the College, which was the best route to take, which park and ride to use.  the information was almost impossible to get, After spending over an hour on line I ended up turning up on the day and asking other passengers.  Nowhere on line or at the park and ride where term detailed street maps relating to bus routes - a very basic error on the bus companies part.  I spoke to another lady who had exactly the same experience.  Really poor. Look at you information on line and see that anyone who does not Oxford cannot plan a visit via your web site.
909	fairly satisfied	Speed. Charging facilities
910	fairly satisfied	825 from Rugeley to Stafford far too busy weekdays at 07.30 due to college
911	fairly satisfied	Earlier bus
912	fairly satisfied	Bus was in poor state and smelt bad.
913	neither satisfied nor dissatisfied	A double decker bus would be more appropriate for the amount of people boarding.
914	very satisfied	Satisfied
915	fairly satisfied	People should not wait in front of the bus, this makes it difficult for people to get on and off
916	very satisfied	Fantastic service from East Hull to Smith and Nephew
917	fairly satisfied	Maybe a little cheaper when paying by cash.
918	fairly satisfied	Arrive on time
919	fairly dissatisfied	A more frequent bus service.  Always late from destination to bus stop.
920	neither satisfied nor dissatisfied	Just that it goes all round Wythenshawe Estate.  It doesn't need to.
921	fairly satisfied	Bus to be on time, a light at the stop at Newhaven Avenue, so I don't have to stand in the middle of the road so the bus driver can see me.
922	neither satisfied nor dissatisfied	The drivers attitude and came a bit late.
923	fairly satisfied	A proper seat rather than the less comfortable ones right at the back of the bus..  Information as to whether I can pay by direct debit now.  When I enquired a few weeks ago the driver said it wasn't working yet.  Not seen any information on the bus promoting this yet.
924	neither satisfied nor dissatisfied	Probably a more updated bus. The buses are maintained but jolting and the smoothness of stopping appears to be a fault.
925	fairly dissatisfied	We have not got a regular every day service along Church Lane in Bocking.
926	neither satisfied nor dissatisfied	Shorter time taken for the journey.
927	fairly satisfied	Less jolting of brakes, but I understand this sometimes can't be helped.
928	fairly satisfied	WIFI on the bus because it is a very long journey. Also double decker because there wasn't much room. All nicer bus stop
929	fairly satisfied	Last week traffic from motorway accident meant journey time and walk was an hour/twenty minutes longer than usual. No communication from driver or the situation or apologies for lateness.
930	fairly dissatisfied	The comfort of the seats and the temperature could've been warmer also free Wi-Fi could be included .
931	fairly dissatisfied	The time it took
932	fairly dissatisfied	How long the journey takes.
933	fairly satisfied	Passengers with shopping trolleys taking up space so unable to access all seats
934	very dissatisfied	Buses should turn up when timetabled. I waited 30 minutes for a service that should turn up every 10 minutes.
935	fairly satisfied	Think most drivers look miserable in their jobs, need customer service training and smile.
936	neither satisfied nor dissatisfied	More frequent buses.  Smoother driving. Sometimes traffic queues are appalling causing massive delays.
937	fairly satisfied	Waiting around in certain bus stops to catch up on the time.
938	fairly satisfied	Bigger space to accommodate strollers/disabled people.
939	fairly satisfied	Driver waiting for elderly people to sit or find a seat. Be more vigilant of feet on seats.
940	neither satisfied nor dissatisfied	Electronic times at bus stops. Charging USB ports needed. Price list would be helpful.
941	fairly satisfied	Hope more buses can be arranged on the week-end.
942	very satisfied	At this time nothing
943	fairly satisfied	Punctuality. This service has a history of running late or on occasions being cancelled.
944	neither satisfied nor dissatisfied	Nu Venture buses are casts off form Arriva. They are all uncomfortable and do breakdown
945	fairly satisfied	More space for elderly people with shopping trollies. Better Sunday bus service from Birchfield Garden Widnes.
946	very satisfied	Nothing, it is a wonderful bus service.
947	fairly dissatisfied	Letting us know that the bus was going from bay 10 and not bay 2 would have been very helpful. No one available to let us know at Exeter. Shame on you.
948	fairly satisfied	Bus times arrival must be the same with the timetable shown at the bus stop
949	fairly dissatisfied	The main problem I find quite consistently with Blackpool transport is the inconsistency of arrivals and departures. They are meant to be keeping to a schedule but I regularly find I'm missing a bus because it's leaving the stop very early despite people running for it.
950	fairly satisfied	Should wait till older people sat down.
951	fairly satisfied	Buses leaving bus station 3 or 4 minutes early.
952	very satisfied	My journey on the number 2 bus was perfect. I live at Fulbourn and one service to home town is very erratic despite there are frequent  buses  to Cherry Hinton. I suspect that some just stop at Tesco and do not complete the journey. The half an hour service used to be 15 minutes . (some of the bus comes illegible)
953	fairly satisfied	Would certain passengers refrain from opening windows on top deck with cold outside as not fair to other passengers travelling on upstairs
954	fairly dissatisfied	Too many school children. They should run a school bus to The Gatwick School.
955	fairly satisfied	People talking quietly on phones. Being able to see out of the windows which were very dirty. Some drivers, not all, driving very fast
956	fairly satisfied	Frequency of buses to Franwellgate Moor.
957	neither satisfied nor dissatisfied	More room for people to sit , it's too busy now, more buses need to cater for Kilnwood Vale .  Could the 200 stop here also, maybe?
958	fairly satisfied	Bigger Bus because most of the time there are no seats available especially in the morning when people are going to work/school/college and at around 1700 and 1800
959	fairly satisfied	During school/college term times run double deck buses to help stop overcrowding.
960	very satisfied	Nothing on this occasion.
961	fairly satisfied	Sometimes buses are hold up in traffic.
962	fairly satisfied	less time and less money for the journey.
963	fairly satisfied	No litter, should be a bin.
964	very dissatisfied	Bus to arrive on time.
965	fairly dissatisfied	More awareness of price change i.e. expected to pay ?2.20 and told ?2.60.
966	very satisfied	I like the N5 as you can go to lots of places on it, so I am happy with this service
967	fairly dissatisfied	Buses to be on time when bus break down the next bus only gets to Lawrence Hill.  Then bus often goes straight pass you. When disabled it takes a toll on you.
968	very satisfied	This particular one was ok.
